fname,labels,flickr_video_URL,license
233936b1.wav,"Accordion,Harmonica",http://www.flickr.com/videos/92787319@N00/8019590347/,CC BY-SA 2.0
233bc717.wav,Drawer_open_or_close,http://www.flickr.com/videos/27365671@N00/6099370852/,CC BY 2.0
233edfef.wav,Skateboard,http://www.flickr.com/videos/38321331@N08/4576051337/,CC BY 2.0
23440463.wav,Cricket,http://www.flickr.com/videos/11054484@N04/7498154160/,CC BY 2.0
23452c95.wav,Run,http://www.flickr.com/videos/10581108@N00/4062765789/,CC BY 2.0
234d75a0.wav,Chink_and_clink,http://www.flickr.com/videos/7892291@N07/12261379536/,CC BY 2.0
234fb3a6.wav,Chink_and_clink,http://www.flickr.com/videos/11399912@N00/2953174478/,CC BY 2.0
2350c963.wav,Chink_and_clink,http://www.flickr.com/videos/63709019@N04/9710626164/,CC BY-SA 2.0
23518abb.wav,Gong,http://www.flickr.com/videos/40989835@N03/5014399312/,CC BY 2.0
2353fd63.wav,Crowd,http://www.flickr.com/videos/17281186@N00/6254132674/,CC BY 2.0
23542309.wav,"Glockenspiel,Bicycle_bell",http://www.flickr.com/videos/71661947@N05/7332552548/,CC BY-SA 2.0
235da76b.wav,Bark,http://www.flickr.com/videos/8375462@N04/3314215319/,CC BY 2.0
2362d929.wav,"Dishes_and_pots_and_pans,Cutlery_and_silverware",http://www.flickr.com/videos/38102495@N00/6950976227/,CC BY 2.0
2369f189.wav,Run,http://www.flickr.com/videos/94619194@N00/3241652681/,CC BY 2.0
236be555.wav,Hiss,http://www.flickr.com/videos/38924002@N05/9587134549/,CC BY 2.0
2371511d.wav,Computer_keyboard,http://www.flickr.com/videos/40936370@N00/8902565152/,CC BY 2.0
2376ec20.wav,"Dishes_and_pots_and_pans,Cutlery_and_silverware",http://www.flickr.com/videos/26554096@N03/4028136099/,CC BY-SA 2.0
2377c561.wav,Bicycle_bell,http://www.flickr.com/videos/22093010@N06/5033436056/,CC BY 2.0
2379765e.wav,Printer,http://www.flickr.com/videos/84539227@N00/9766963034/,CC BY-SA 2.0
2383817f.wav,Hiss,http://www.flickr.com/videos/9036889@N06/3737371599/,CC BY-SA 2.0
2388ecc0.wav,Accordion,http://www.flickr.com/videos/97144996@N00/5630294941/,CC BY 2.0
2389c997.wav,Finger_snapping,http://www.flickr.com/videos/15597314@N00/9072235722/,CC BY 2.0
238b7330.wav,Zipper_(clothing),http://www.flickr.com/videos/44701759@N04/8375349609/,CC BY 2.0
23921754.wav,Bicycle_bell,http://www.flickr.com/videos/22939124@N08/3889869914/,CC BY 2.0
23922b9b.wav,Crowd,http://www.flickr.com/videos/98479051@N00/9291306090/,CC BY 2.0
2394d390.wav,Tick-tock,http://www.flickr.com/videos/22182896@N05/2995556961/,CC BY-SA 2.0
239e4641.wav,Marimba_and_xylophone,http://www.flickr.com/videos/67706746@N03/9491187450/,CC BY-SA 2.0
23a05ec4.wav,Printer,http://www.flickr.com/videos/33919324@N04/9239965251/,CC BY 2.0
23a16fc5.wav,"Fill_(with_liquid),Bathtub_(filling_or_washing),Water_tap_and_faucet",http://www.flickr.com/videos/51753258@N00/2458989572/,CC BY 2.0
23a3ef8c.wav,"Dishes_and_pots_and_pans,Cutlery_and_silverware,Chink_and_clink",http://www.flickr.com/videos/88774309@N00/3888206950/,CC BY 2.0
23a5b08c.wav,Knock,http://www.flickr.com/videos/45375305@N00/3821615189/,CC BY 2.0
23a5f417.wav,"Bark,Cutlery_and_silverware",http://www.flickr.com/videos/52374801@N08/10548766656/,CC BY 2.0
23a7656f.wav,Traffic_noise_and_roadway_noise,http://www.flickr.com/videos/88664590@N00/5254509908/,CC BY 2.0
23aaf4ef.wav,Drip,http://www.flickr.com/videos/75483054@N00/8085808988/,CC BY 2.0
23b11bc7.wav,Hiss,http://www.flickr.com/videos/62037332@N00/3778007445/,CC BY-SA 2.0
23b4cdeb.wav,Bass_drum,http://www.flickr.com/videos/84642407@N00/3983187504/,CC BY-SA 2.0
23b5903c.wav,Knock,http://www.flickr.com/videos/23669027@N00/3855789036/,CC BY-SA 2.0
23b683cf.wav,"Cheering,Crowd",http://www.flickr.com/videos/46802293@N03/5775545115/,CC BY-SA 2.0
23b7b391.wav,Run,http://www.flickr.com/videos/72746018@N00/6433288737/,CC BY 2.0
23bf29a7.wav,Tap,http://www.flickr.com/videos/99651362@N00/8210278127/,CC BY-SA 2.0
23c1c91a.wav,"Marimba_and_xylophone,Glockenspiel",http://www.flickr.com/videos/28196992@N07/3520339547/,CC BY-SA 2.0
23c1e666.wav,Shatter,http://www.flickr.com/videos/86887760@N07/8012400654/,CC BY-SA 2.0
23cab44f.wav,"Zipper_(clothing),Finger_snapping",http://www.flickr.com/videos/81295529@N00/6621878963/,CC BY 2.0
23cb069b.wav,Purr,http://www.flickr.com/videos/23311795@N04/2618215002/,CC BY 2.0
23d03c0f.wav,Keys_jangling,http://www.flickr.com/videos/87358092@N00/4237104503/,CC BY 2.0
23d150e6.wav,Mechanical_fan,http://www.flickr.com/videos/34936469@N03/9542970509/,CC BY-SA 2.0
23d31ef8.wav,Sigh,http://www.flickr.com/videos/47081696@N00/2711368899/,CC BY 2.0
23d87239.wav,Drawer_open_or_close,http://www.flickr.com/videos/34418903@N00/7032305095/,CC BY-SA 2.0
23d8eca2.wav,Tap,http://www.flickr.com/videos/45861060@N00/3056708461/,CC BY 2.0
23dad47f.wav,Bass_drum,http://www.flickr.com/videos/84642407@N00/2964814729/,CC BY-SA 2.0
23db4329.wav,Microwave_oven,http://www.flickr.com/videos/73449134@N04/8484941188/,CC BY 2.0
23db59d2.wav,Motorcycle,http://www.flickr.com/videos/36766110@N08/9584966670/,CC BY-SA 2.0
23dbb301.wav,Bathtub_(filling_or_washing),http://www.flickr.com/videos/13028280@N00/3244305083/,CC BY 2.0
23dcb8f5.wav,Cheering,http://www.flickr.com/videos/45141186@N00/3462122052/,CC BY 2.0
23e08b56.wav,Cheering,http://www.flickr.com/videos/17281186@N00/6913401357/,CC BY 2.0
23e12d4e.wav,Screaming,http://www.flickr.com/videos/28517796@N06/7611911160/,CC BY-SA 2.0
23e18794.wav,Church_bell,http://www.flickr.com/videos/44124341154@N01/7310534990/,CC BY-SA 2.0
23e55e51.wav,Keys_jangling,http://www.flickr.com/videos/44124386632@N01/2428491447/,CC BY 2.0
23e9757d.wav,Chirp_and_tweet,http://www.flickr.com/videos/54102361@N00/7216758596/,CC BY 2.0
23efb46e.wav,Gurgling,http://www.flickr.com/videos/12484594@N06/9795155006/,CC BY 2.0
23f06706.wav,Burping_and_eructation,http://www.flickr.com/videos/67033974@N00/4777327504/,CC BY-SA 2.0
23f06752.wav,Male_singing,http://www.flickr.com/videos/34788826@N00/3652599415/,CC BY 2.0
23f48cac.wav,Hi-hat,http://www.flickr.com/videos/41284017@N08/8740760412/,CC BY 2.0
23f8bcb1.wav,Knock,http://www.flickr.com/videos/38928586@N07/12227928465/,CC BY 2.0
23f97281.wav,Whispering,http://www.flickr.com/videos/11054484@N04/6094229292/,CC BY 2.0
23fabb61.wav,Hi-hat,http://www.flickr.com/videos/26701921@N00/13932247954/,CC BY-SA 2.0
23ff10d0.wav,Traffic_noise_and_roadway_noise,http://www.flickr.com/videos/67033974@N00/5310819672/,CC BY 2.0
23ffe735.wav,Zipper_(clothing),http://www.flickr.com/videos/87829898@N00/9112299092/,CC BY-SA 2.0
2402f661.wav,Trickle_and_dribble,http://www.flickr.com/videos/38924002@N05/8729731258/,CC BY 2.0
2406b359.wav,Applause,http://www.flickr.com/videos/96489918@N00/2731323893/,CC BY 2.0
240fb71b.wav,"Cheering,Crowd",http://www.flickr.com/videos/86822950@N03/7975018669/,CC BY 2.0
24138bf4.wav,Child_speech_and_kid_speaking,http://www.flickr.com/videos/54055163@N00/6577948353/,CC BY-SA 2.0
241ef37a.wav,Hi-hat,http://www.flickr.com/videos/41284017@N08/8740839140/,CC BY 2.0
241fe60c.wav,Slam,http://www.flickr.com/videos/7852439@N07/2597185811/,CC BY 2.0
2422c26b.wav,Printer,http://www.flickr.com/videos/99208080@N00/2794809360/,CC BY-SA 2.0
2425833f.wav,Marimba_and_xylophone,http://www.flickr.com/videos/17281186@N00/4036490483/,CC BY 2.0
24289137.wav,Traffic_noise_and_roadway_noise,http://www.flickr.com/videos/50245022@N05/5395738198/,CC BY-SA 2.0
2428d3e7.wav,Hi-hat,http://www.flickr.com/videos/11095223@N00/5220162479/,CC BY 2.0
242f8fa7.wav,Buzz,http://www.flickr.com/videos/46453719@N00/6451361153/,CC BY 2.0
243632ad.wav,Child_speech_and_kid_speaking,http://www.flickr.com/videos/45614997@N00/7144728869/,CC BY 2.0
24367475.wav,Motorcycle,http://www.flickr.com/videos/95413346@N00/5666100228/,CC BY-SA 2.0
243ac7ca.wav,Tap,http://www.flickr.com/videos/68688072@N02/9164656565/,CC BY 2.0
243bac11.wav,"Drip,Chewing_and_mastication",http://www.flickr.com/videos/32128696@N06/5716478366/,CC BY 2.0
243c99e8.wav,Waves_and_surf,http://www.flickr.com/videos/7390466@N06/3778299452/,CC BY-SA 2.0
243fa1aa.wav,"Bass_guitar,Gong",http://www.flickr.com/videos/97193933@N00/10924921546/,CC BY 2.0
2440f8df.wav,Bass_guitar,http://www.flickr.com/videos/80783940@N00/4522361795/,CC BY 2.0
244c29cd.wav,Yell,http://www.flickr.com/videos/44846110@N07/4898383268/,CC BY 2.0
244e26f3.wav,Bus,http://www.flickr.com/videos/25034321@N05/11132094744/,CC BY 2.0
24502ddb.wav,Squeak,http://www.flickr.com/videos/8566600@N07/3432724865/,CC BY 2.0
245442fd.wav,Female_speech_and_woman_speaking,http://www.flickr.com/videos/7796176@N04/6758176573/,CC BY 2.0
245d8620.wav,"Computer_keyboard,Gurgling",http://www.flickr.com/videos/14580956@N08/9881583844/,CC BY 2.0
2460cc74.wav,"Marimba_and_xylophone,Glockenspiel",http://www.flickr.com/videos/36229438@N08/5192792704/,CC BY-SA 2.0
2466b0dd.wav,Trickle_and_dribble,http://www.flickr.com/videos/19147333@N00/5028890849/,CC BY-SA 2.0
2467678e.wav,Yell,http://www.flickr.com/videos/84292292@N00/5360071886/,CC BY-SA 2.0
24695bfb.wav,Stream,http://www.flickr.com/videos/17320227@N06/7188739013/,CC BY 2.0
246a38a4.wav,Crowd,http://www.flickr.com/videos/76212679@N00/7133609139/,CC BY 2.0
246be283.wav,"Computer_keyboard,Tick-tock",http://www.flickr.com/videos/66232109@N00/6018170993/,CC BY 2.0
246c29f1.wav,"Drip,Chewing_and_mastication",http://www.flickr.com/videos/88988902@N00/4864199507/,CC BY-SA 2.0
246d3144.wav,"Strum,Electric_guitar",http://www.flickr.com/videos/84402963@N00/3695758077/,CC BY-SA 2.0
246ec80b.wav,Gong,http://www.flickr.com/videos/23349893@N08/12095751595/,CC BY 2.0
24770664.wav,Female_singing,http://www.flickr.com/videos/26877625@N00/4318024119/,CC BY-SA 2.0
24772cdf.wav,"Computer_keyboard,Strum,Bass_guitar",http://www.flickr.com/videos/39727414@N00/11194354256/,CC BY-SA 2.0
247d9562.wav,Tick-tock,http://www.flickr.com/videos/10581108@N00/7134574187/,CC BY 2.0
24802e3b.wav,Printer,http://www.flickr.com/videos/60585096@N07/6474556109/,CC BY-SA 2.0
24824f1e.wav,Accordion,http://www.flickr.com/videos/12394349@N06/5397766789/,CC BY 2.0
24826a26.wav,Burping_and_eructation,http://www.flickr.com/videos/36917336@N00/3221242973/,CC BY 2.0
2486d5e6.wav,"Writing,Keys_jangling",http://www.flickr.com/videos/11054484@N04/8471965517/,CC BY 2.0
24870d1f.wav,Male_singing,http://www.flickr.com/videos/8502981@N07/7175273222/,CC BY-SA 2.0
248c0b30.wav,"Fill_(with_liquid),Trickle_and_dribble",http://www.flickr.com/videos/90678392@N00/11618121114/,CC BY 2.0
249369c4.wav,Keys_jangling,http://www.flickr.com/videos/8143727@N07/7378009946/,CC BY 2.0
24947a97.wav,Church_bell,http://www.flickr.com/videos/26846159@N02/2876690269/,CC BY-SA 2.0
24948264.wav,Keys_jangling,http://www.flickr.com/videos/10581108@N00/5275323077/,CC BY 2.0
24954f39.wav,Yell,http://www.flickr.com/videos/84642407@N00/5066502518/,CC BY-SA 2.0
2497660e.wav,Printer,http://www.flickr.com/videos/31697990@N00/6828394968/,CC BY 2.0
24981d7e.wav,Female_singing,http://www.flickr.com/videos/9820571@N03/7164376518/,CC BY 2.0
24989526.wav,Male_speech_and_man_speaking,http://www.flickr.com/videos/9073360@N04/4988079519/,CC BY 2.0
24996640.wav,Slam,http://www.flickr.com/videos/45079255@N05/4146224721/,CC BY 2.0
249c0411.wav,Run,http://www.flickr.com/videos/91267084@N00/4590656049/,CC BY 2.0
249d4588.wav,Marimba_and_xylophone,http://www.flickr.com/videos/83851574@N00/3266925887/,CC BY 2.0
249e5ddb.wav,Squeak,http://www.flickr.com/videos/76667697@N00/5796025005/,CC BY 2.0
24a17a43.wav,Crackle,http://www.flickr.com/videos/100185766@N03/9496878076/,CC BY 2.0
24a4f9a9.wav,Church_bell,http://www.flickr.com/videos/8248921@N04/8687756593/,CC BY-SA 2.0
24a6e132.wav,Crowd,http://www.flickr.com/videos/24870788@N03/13241127894/,CC BY-SA 2.0
24aaaba2.wav,Trickle_and_dribble,http://www.flickr.com/videos/46639194@N05/4438693133/,CC BY 2.0
24adc8c4.wav,Hi-hat,http://www.flickr.com/videos/46780834@N07/13928724852/,CC BY 2.0
24b0a4dd.wav,Purr,http://www.flickr.com/videos/34192854@N00/4915891203/,CC BY-SA 2.0
24b0f0ec.wav,Church_bell,http://www.flickr.com/videos/44429542@N04/5945727181/,CC BY 2.0
24b14106.wav,Gong,http://www.flickr.com/videos/24881228@N00/5805784826/,CC BY-SA 2.0
24b1919f.wav,Cricket,http://www.flickr.com/videos/38041294@N05/6014604512/,CC BY 2.0
24b3329f.wav,Yell,http://www.flickr.com/videos/52135550@N05/4808299377/,CC BY 2.0
24b368a4.wav,Squeak,http://www.flickr.com/videos/63709019@N04/8673497325/,CC BY-SA 2.0
24b4f5b1.wav,Bus,http://www.flickr.com/videos/10031363@N00/2541836776/,CC BY 2.0
24bae024.wav,"Water_tap_and_faucet,Sink_(filling_or_washing)",http://www.flickr.com/videos/81295529@N00/8492894473/,CC BY 2.0
24bb759a.wav,Toilet_flush,http://www.flickr.com/videos/14966804@N03/4495806758/,CC BY-SA 2.0
24bce225.wav,Frying_(food),http://www.flickr.com/videos/33037982@N04/4994153486/,CC BY-SA 2.0
24bf1c19.wav,Male_speech_and_man_speaking,http://www.flickr.com/videos/64834051@N00/9395426604/,CC BY-SA 2.0
24c13366.wav,Frying_(food),http://www.flickr.com/videos/78428166@N00/8091771052/,CC BY 2.0
24c616ef.wav,Meow,http://www.flickr.com/videos/17668216@N00/4677885032/,CC BY 2.0
24c620f4.wav,Squeak,http://www.flickr.com/videos/44925192@N00/4769565946/,CC BY 2.0
24c95306.wav,Meow,http://www.flickr.com/videos/27469126@N00/3399942976/,CC BY-SA 2.0
24cd2e6a.wav,"Strum,Electric_guitar,Crowd",http://www.flickr.com/videos/47542344@N00/5119278651/,CC BY 2.0
24cefcbf.wav,Skateboard,http://www.flickr.com/videos/32916425@N04/3313211356/,CC BY 2.0
24d2359d.wav,Burping_and_eructation,http://www.flickr.com/videos/50493220@N00/3450065769/,CC BY 2.0
24d347d2.wav,Printer,http://www.flickr.com/videos/45312288@N07/8363531451/,CC BY-SA 2.0
24d50de8.wav,Finger_snapping,http://www.flickr.com/videos/44124427152@N01/3955648458/,CC BY-SA 2.0
24d52b83.wav,Race_car_and_auto_racing,http://www.flickr.com/videos/50853370@N05/4720748052/,CC BY 2.0
24d6da47.wav,Screaming,http://www.flickr.com/videos/49662921@N00/7062696869/,CC BY 2.0
24d7453d.wav,Cheering,http://www.flickr.com/videos/44037809@N06/7483753798/,CC BY 2.0
24ddb3ad.wav,Computer_keyboard,http://www.flickr.com/videos/78428166@N00/7880305354/,CC BY 2.0
24decfbb.wav,Female_speech_and_woman_speaking,http://www.flickr.com/videos/35034347485@N01/3592057968/,CC BY 2.0
24e1fe15.wav,Cheering,http://www.flickr.com/videos/98479051@N00/9178366785/,CC BY 2.0
24e5525b.wav,Squeak,http://www.flickr.com/videos/14318774@N00/4658383900/,CC BY 2.0
24e6ee94.wav,Female_singing,http://www.flickr.com/videos/25958034@N03/4218014979/,CC BY-SA 2.0
24e849fb.wav,Burping_and_eructation,http://www.flickr.com/videos/35034347447@N01/7350429060/,CC BY-SA 2.0
24e8b2f4.wav,Purr,http://www.flickr.com/videos/56781442@N00/6786322394/,CC BY 2.0
24ec013d.wav,"Applause,Sneeze",http://www.flickr.com/videos/35982009@N00/5278995625/,CC BY 2.0
24ee880e.wav,Cheering,http://www.flickr.com/videos/32225081@N07/4581828453/,CC BY 2.0
24eedb03.wav,"Writing,Whispering,Chewing_and_mastication",http://www.flickr.com/videos/95547674@N00/4265093853/,CC BY-SA 2.0
24ef719d.wav,Shatter,http://www.flickr.com/videos/41894164051@N01/4841779307/,CC BY-SA 2.0
24ef9c02.wav,Clapping,http://www.flickr.com/videos/50083730@N00/4163607974/,CC BY-SA 2.0
24f75d8d.wav,Bass_drum,http://www.flickr.com/videos/90417577@N00/2415122285/,CC BY-SA 2.0
24f9fa58.wav,"Cricket,Hiss",http://www.flickr.com/videos/38041294@N05/6014620066/,CC BY 2.0
24fcccc5.wav,Fart,http://www.flickr.com/videos/15333658@N00/6825460527/,CC BY-SA 2.0
24ffd6c4.wav,Raindrop,http://www.flickr.com/videos/79877212@N00/6688140677/,CC BY 2.0
2502d48b.wav,Crowd,http://www.flickr.com/videos/9036889@N06/5468905633/,CC BY-SA 2.0
2504ef7a.wav,Race_car_and_auto_racing,http://www.flickr.com/videos/11699242@N07/9612444636/,CC BY-SA 2.0
2505a83e.wav,Chink_and_clink,http://www.flickr.com/videos/87616709@N00/4835353636/,CC BY 2.0
25082fb3.wav,Male_speech_and_man_speaking,http://www.flickr.com/videos/43966241@N00/3114162391/,CC BY 2.0
250a613c.wav,"Male_singing,Strum",http://www.flickr.com/videos/14058263@N06/3253854132/,CC BY-SA 2.0
250ba8b8.wav,"Drip,Gurgling",http://www.flickr.com/videos/90678392@N00/11618558316/,CC BY 2.0
2514f0e5.wav,Marimba_and_xylophone,http://www.flickr.com/videos/84642407@N00/7158397381/,CC BY-SA 2.0
25196635.wav,Printer,http://www.flickr.com/videos/7274020@N06/5494266543/,CC BY 2.0
251be991.wav,Female_speech_and_woman_speaking,http://www.flickr.com/videos/42274165@N00/8302200384/,CC BY 2.0
251f6dcb.wav,Bathtub_(filling_or_washing),http://www.flickr.com/videos/58103612@N00/4428366436/,CC BY 2.0
252024bd.wav,Zipper_(clothing),http://www.flickr.com/videos/123394164@N02/13884264036/,CC BY 2.0
2523bf06.wav,Waves_and_surf,http://www.flickr.com/videos/24298372@N04/3210210772/,CC BY 2.0
25245d33.wav,Church_bell,http://www.flickr.com/videos/9286726@N03/4815501491/,CC BY-SA 2.0
2524ce4d.wav,Bicycle_bell,http://www.flickr.com/videos/66151780@N00/3662464995/,CC BY 2.0
252787bb.wav,"Cupboard_open_or_close,Finger_snapping,Drawer_open_or_close,Clapping",http://www.flickr.com/videos/42408834@N06/4037681962/,CC BY 2.0
252b1c8f.wav,Finger_snapping,http://www.flickr.com/videos/44124421419@N01/7284395226/,CC BY 2.0
252d0f62.wav,Fill_(with_liquid),http://www.flickr.com/videos/32786000@N08/8360418857/,CC BY-SA 2.0
252dbdf7.wav,"Bus,Traffic_noise_and_roadway_noise",http://www.flickr.com/videos/33340660@N04/4711670551/,CC BY-SA 2.0
252eb1b6.wav,Keys_jangling,http://www.flickr.com/videos/110578874@N05/11211182376/,CC BY 2.0
2531a9d1.wav,Drip,http://www.flickr.com/videos/38009580@N05/6734698821/,CC BY 2.0
2532aaba.wav,Slam,http://www.flickr.com/videos/21893264@N00/6494960923/,CC BY-SA 2.0
25380bc0.wav,Skateboard,http://www.flickr.com/videos/13146595@N00/2966042915/,CC BY 2.0
253a2dbf.wav,Accordion,http://www.flickr.com/videos/8374904@N04/6136434325/,CC BY 2.0
253d4dbd.wav,Motorcycle,http://www.flickr.com/videos/31442459@N00/2748789228/,CC BY-SA 2.0
254ef974.wav,Male_singing,http://www.flickr.com/videos/25034321@N05/7210439498/,CC BY 2.0
254fe6e0.wav,Chewing_and_mastication,http://www.flickr.com/videos/39593264@N00/7211819730/,CC BY 2.0
25567c87.wav,"Fill_(with_liquid),Computer_keyboard,Drip",http://www.flickr.com/videos/90678392@N00/11618518895/,CC BY 2.0
255b8872.wav,Child_speech_and_kid_speaking,http://www.flickr.com/videos/11054484@N04/13317550453/,CC BY 2.0
2565d00b.wav,Stream,http://www.flickr.com/videos/88774309@N00/4305971196/,CC BY 2.0
256a8d2e.wav,Slam,http://www.flickr.com/videos/78287091@N00/8081268053/,CC BY-SA 2.0
256c97c1.wav,Cheering,http://www.flickr.com/videos/33387001@N08/10105393476/,CC BY-SA 2.0
25721a7d.wav,Screaming,http://www.flickr.com/videos/94619194@N00/4165403160/,CC BY 2.0
257f29ea.wav,Child_speech_and_kid_speaking,http://www.flickr.com/videos/91663209@N00/5252734390/,CC BY-SA 2.0
2580447c.wav,Crowd,http://www.flickr.com/videos/51035598215@N01/5320259051/,CC BY-SA 2.0
2583244f.wav,"Writing,Finger_snapping",http://www.flickr.com/videos/39593264@N00/7389339064/,CC BY 2.0
258583c6.wav,Crowd,http://www.flickr.com/videos/77716109@N00/5825863157/,CC BY-SA 2.0
25873931.wav,Acoustic_guitar,http://www.flickr.com/videos/81295529@N00/7022440009/,CC BY 2.0
258bd084.wav,Cricket,http://www.flickr.com/videos/37718676626@N01/4431785647/,CC BY 2.0
259566e0.wav,Accelerating_and_revving_and_vroom,http://www.flickr.com/videos/28135215@N00/4389327041/,CC BY 2.0
25972568.wav,Applause,http://www.flickr.com/videos/32180687@N05/3874784747/,CC BY 2.0
259808cf.wav,Harmonica,http://www.flickr.com/videos/84056180@N00/8144731087/,CC BY-SA 2.0
25986a20.wav,"Marimba_and_xylophone,Glockenspiel",http://www.flickr.com/videos/27365671@N00/2818891041/,CC BY 2.0
259a21d0.wav,"Cupboard_open_or_close,Drawer_open_or_close",http://www.flickr.com/videos/53007003@N00/10056709724/,CC BY 2.0
259ac45c.wav,Crackle,http://www.flickr.com/videos/43966241@N00/2512439333/,CC BY 2.0
259ee845.wav,Writing,http://www.flickr.com/videos/42123852@N00/8118303624/,CC BY-SA 2.0
25a0b774.wav,Bicycle_bell,http://www.flickr.com/videos/81295529@N00/11637935693/,CC BY 2.0
25a27dc1.wav,Stream,http://www.flickr.com/videos/10787737@N02/5622141118/,CC BY 2.0
25a31b88.wav,Stream,http://www.flickr.com/videos/75574760@N00/8560441578/,CC BY 2.0
25adfce0.wav,Cheering,http://www.flickr.com/videos/17328002@N00/2960230205/,CC BY-SA 2.0
25af17bf.wav,Race_car_and_auto_racing,http://www.flickr.com/videos/80791727@N04/11021525873/,CC BY 2.0
25b17429.wav,Drip,http://www.flickr.com/videos/7758015@N03/2881808697/,CC BY 2.0
25b52841.wav,Marimba_and_xylophone,http://www.flickr.com/videos/54879137@N00/3899442767/,CC BY 2.0
25b56031.wav,Writing,http://www.flickr.com/videos/52300315@N05/5469749217/,CC BY 2.0
25b927cc.wav,Whispering,http://www.flickr.com/videos/35034347485@N01/3754914147/,CC BY 2.0
25bbf82f.wav,Gasp,http://www.flickr.com/videos/55137296@N00/3463962117/,CC BY-SA 2.0
25c08336.wav,Bark,http://www.flickr.com/videos/72408807@N00/8326045964/,CC BY 2.0
25c09e18.wav,Raindrop,http://www.flickr.com/videos/29350288@N06/4764678936/,CC BY 2.0
25c0ae0e.wav,Walk_and_footsteps,http://www.flickr.com/videos/14522052@N04/7869185988/,CC BY 2.0
25c59302.wav,Computer_keyboard,http://www.flickr.com/videos/29304822@N00/8366396300/,CC BY 2.0
25c7c1ba.wav,Cupboard_open_or_close,http://www.flickr.com/videos/46908230@N02/7007155791/,CC BY 2.0
25c7f641.wav,Bark,http://www.flickr.com/videos/9334511@N06/13539827424/,CC BY 2.0
25cb5a8e.wav,Buzz,http://www.flickr.com/videos/26057656@N04/9660046731/,CC BY-SA 2.0
25ce187e.wav,"Zipper_(clothing),Fart",http://www.flickr.com/videos/8566600@N07/3755430928/,CC BY 2.0
25d039a6.wav,Traffic_noise_and_roadway_noise,http://www.flickr.com/videos/56886057@N00/6065023487/,CC BY 2.0
25d10480.wav,Crowd,http://www.flickr.com/videos/46936561@N00/2428557823/,CC BY 2.0
25d2173a.wav,Cheering,http://www.flickr.com/videos/62303607@N00/3616031740/,CC BY-SA 2.0
25daf78d.wav,Mechanical_fan,http://www.flickr.com/videos/68701696@N00/7272104172/,CC BY-SA 2.0
25ef2742.wav,Child_speech_and_kid_speaking,http://www.flickr.com/videos/13028280@N00/5319985443/,CC BY 2.0
25f16d05.wav,Race_car_and_auto_racing,http://www.flickr.com/videos/14580956@N08/12768145763/,CC BY 2.0
25f787e4.wav,"Purr,Meow",http://www.flickr.com/videos/22298070@N00/5867607174/,CC BY-SA 2.0
25fcac7d.wav,Zipper_(clothing),http://www.flickr.com/videos/11436012@N00/4082784338/,CC BY-SA 2.0
260eae38.wav,Gong,http://www.flickr.com/videos/50152666@N02/6926423469/,CC BY-SA 2.0
26128767.wav,Squeak,http://www.flickr.com/videos/45937906@N00/13166181794/,CC BY 2.0
2614ca93.wav,Child_speech_and_kid_speaking,http://www.flickr.com/videos/94619194@N00/4960355670/,CC BY 2.0
2617d073.wav,"Car_passing_by,Slam",http://www.flickr.com/videos/9962140@N02/6412543037/,CC BY-SA 2.0
26190be4.wav,Male_speech_and_man_speaking,http://www.flickr.com/videos/74224601@N00/5642952438/,CC BY-SA 2.0
261bbe56.wav,Bass_drum,http://www.flickr.com/videos/25622716@N02/3180913511/,CC BY-SA 2.0
261c7f6f.wav,"Gasp,Sigh",http://www.flickr.com/videos/19966030@N00/8417068901/,CC BY-SA 2.0
261d1ac8.wav,Male_singing,http://www.flickr.com/videos/11095720@N00/3400816577/,CC BY 2.0
26218777.wav,Finger_snapping,http://www.flickr.com/videos/12348454@N00/5010321512/,CC BY-SA 2.0
2625b9db.wav,Microwave_oven,http://www.flickr.com/videos/38102495@N00/3208407041/,CC BY 2.0
26270d64.wav,Crowd,http://www.flickr.com/videos/64545042@N00/3425534698/,CC BY 2.0
262daf8f.wav,Glockenspiel,http://www.flickr.com/videos/24816568@N00/5909786583/,CC BY-SA 2.0
262df356.wav,Trickle_and_dribble,http://www.flickr.com/videos/26573031@N05/9119087132/,CC BY-SA 2.0
262e76f7.wav,"Strum,Acoustic_guitar",http://www.flickr.com/videos/67033974@N00/6955059006/,CC BY 2.0
26322ff2.wav,"Computer_keyboard,Tick-tock,Knock",http://www.flickr.com/videos/43547678@N00/3491744096/,CC BY-SA 2.0
263b065e.wav,Gong,http://www.flickr.com/videos/69659927@N05/9561914103/,CC BY 2.0
263c8b76.wav,Hi-hat,http://www.flickr.com/videos/85864219@N00/6953320560/,CC BY-SA 2.0
263d499c.wav,Harmonica,http://www.flickr.com/videos/98178986@N00/6048070884/,CC BY 2.0
263f95ae.wav,Clapping,http://www.flickr.com/videos/16013719@N00/7973082134/,CC BY-SA 2.0
2640ff43.wav,Toilet_flush,http://www.flickr.com/videos/9828412@N05/8111365499/,CC BY 2.0
2644cf5a.wav,"Bass_drum,Hi-hat",http://www.flickr.com/videos/49119556@N06/4544997120/,CC BY 2.0
2646ecb0.wav,Gong,http://www.flickr.com/videos/48292067@N08/6011973815/,CC BY 2.0
2649dbac.wav,Clapping,http://www.flickr.com/videos/98178986@N00/5235037118/,CC BY 2.0
